cocnumber,dem_soc_singparent_acs5yr,dem_soc_vet_acs5yr,dem_soc_ed_bach_acs5yr,ratio_white_population_to_total_population,ratio_black_population_to_total_population,ratio_asian_population_to_total_population,ratio_other_population_to_total_population ,ratio_hispanic_population_to_total_population,env_wea_avgtemp_summer_noaa,env_wea_precip_annual_noaa,env_wea_precip_noaa,d_env_wea_avgtemp_noaa,giniHouseholds,totalUnemployed,medianIncome,povertyRate,median_rent,rental_vacancy_rate,utility_costs,econ_sn_cashasst_acs5yr_2017,econ_sn_eitc_irs_share,hou_mkt_homeage1940_acs5yr_2017,hou_pol_hudunit_psh_hud_share,totHLess,hou_mkt_burden_sev_rent_acs_diff
GA-500,0.37297301,0.077960897,0.470877171,0.36342291,0.478255361,0.059276814,0.016204495,0.080826434,78.549119,51.81296635,4.636710197,1.620391846,0.515421761,73158,54.1866323,17.84358812,812.8209839,0.103018754,175.9467926,1.854886889,22.55891146,5.472057819,6.020773351,6025.625,-1.712220907
GA-501,0.287905976,0.110537168,0.237129621,0.60742372,0.25321108,0.029415665,0.014899301,0.092021894,79.03808498,51.27877045,4.470193863,1.003406525,0.436530111,264984.125,49.39717351,17.36535978,629.3205261,0.087265343,193.5978928,1.976895571,26.76321547,3.786067724,2.486205369,7792.375,-1.281301737
GA-503,0.369781256,0.082070287,0.413228244,0.569800212,0.266752238,0.042072299,0.015810576,0.103625319,78.77916527,49.62625027,4.507499963,1.88999939,0.5368,4456.5,33.084,32.36801505,621,0.119050372,151,1.349635839,25.58312198,4.708105087,4.797395766,301.625,1.254606247
GA-504,0.487055585,0.160174049,0.209525578,0.370429795,0.542011764,0.016907481,0.020683777,0.045071684,80.92291546,43.0999999,3.471249968,1.649997711,0.47285,8255.875,37.53625,24.34685278,581.5,0.097036873,177.5,2.881192207,33.74740955,7.04891777,8.878188848,417.125,4.521360874
GA-505,0.414388031,0.170303792,0.223818459,0.444443787,0.443551737,0.019606334,0.021456053,0.065565124,80.25622082,51.58632803,4.825398445,-1.172042847,0.4752698,9300.875,38.97928773,20.2213192,585.8609314,0.090885039,193.6166534,1.537382603,33.17140388,5.972459316,6.431714714,364,-0.984314084
GA-506,0.234894462,0.097023204,0.466216326,0.552155654,0.254416523,0.047907586,0.018669158,0.124585478,78.28374958,51.88125038,4.717500001,2.180000305,0.45155,27732.25,64.22975,12.38848078,823.5,0.088588551,178.5,0.926923454,17.6160435,1.173725009,1.181133538,434.125,-1.985092402
GA-507,0.387450665,0.136646971,0.315445736,0.500142875,0.395811304,0.025244664,0.017231456,0.058249394,82.00916672,47.14124966,3.484999992,1.009998322,0.4733,10552,45.909375,18.03098273,752.5,0.091857043,181,0.977058351,25.79561833,10.12534428,5.037780225,1126.625,0.873935223
HI-500,0.238427073,0.104899939,0.263309628,0.308758309,0.006400887,0.25432205,0.209099742,0.112643114,80.71428462,15.6075002,1.273749998,0.599998474,0.444918993,13448.5,56.10681694,14.08350503,1025.214142,0.182932072,163.229309,3.917582035,19.3997454,3.606606007,3.929590076,2181.75,-2.18192935
HI-501,0.210315496,0.122904766,0.342746496,0.19309213,0.024068242,0.422376367,0.178243349,0.090943997,80.71428462,15.6075002,1.273749998,0.599998474,0.42345,21428.5,71.7495,9.318118096,1346,0.049205475,138,3.31774044,15.58365849,3.358485222,4.645536661,4603.5,2.147677422
IA-500,0.251413859,0.102331366,0.206399776,0.723220755,0.028250153,0.026143492,0.019543435,0.184246524,72.167099,30.39839172,0.638363177,2.964488983,0.42841754,3328.75,46.09539603,14.65026248,520.6999359,0.052433543,134.0108414,2.808658123,21.86052595,29.91907501,5.623252511,296.125,-3.703470469
IA-501,0.194670461,0.109482035,0.278317973,0.895595862,0.026359121,0.017395052,0.013083697,0.044262003,71.67185974,37.79309368,0.946839951,2.211286545,0.427566024,65467.875,52.1361003,11.76533258,503.3447571,0.065573133,135.6990585,2.285739183,14.77144541,27.20395279,2.854511112,1859.625,-0.149391592
IA-502,0.235029452,0.091163762,0.368579626,0.800820387,0.061535947,0.039322076,0.01858976,0.077234312,72.81958389,38.82624984,0.845000006,2.540000916,0.43945,12153.625,58.54125,11.76487136,683.5,0.055672983,97.5,2.620434761,14.55924824,15.78406429,3.111276358,867.125,-0.384251773
ID-500,0.193611324,0.113966562,0.374553204,0.860615422,0.011079758,0.024459495,0.021534313,0.074915634,72.18499851,12.02625,1.686250009,1.199998856,0.4482,12025.75,55.138125,12.10084307,726.5,0.042512693,111.5,2.829835653,16.66195107,4.331133366,1.859819978,795.75,0.700108707
ID-501,0.185693458,0.12136421,0.221744373,0.824176191,0.00493249,0.008612186,0.016180011,0.131339006,66.03824329,20.64372969,2.306346819,-0.786195755,0.422557266,38407.875,45.06440843,15.90889061,572.1286011,0.067963703,125.6939888,3.235782623,21.58833912,10.07533932,1.809585661,1285.25,0.778627396
IL-500,0.137672968,0.083512127,0.345531404,0.829407625,0.012236511,0.026614794,0.011201381,0.118746596,70.38416862,37.47499967,1.626250006,3,0.3963,13772.5,75.71375,7.307209968,914.5,0.057004375,151,1.159759879,10.43533189,8.821070671,1.56537658,178.375,-3.32261467
IL-501,0.30339326,0.102975752,0.227621384,0.722110625,0.105669878,0.022647657,0.018489324,0.128893844,70.85753632,37.06533694,1.406397663,2.534170151,0.445430449,17963.75,49.1440246,15.47425354,590.6677551,0.048791202,133.8093796,3.056114435,20.06227766,15.48573685,4.913930595,499.875,-4.374094486
IL-502,0.175134532,0.07566382,0.443375677,0.643222405,0.06807575,0.06768104,0.01501851,0.203984038,70.58291817,36.60874915,1.649999969,2.789999008,0.4777,28223.625,77.28825,8.983205617,906,0.068126917,132,2.057745218,12.18638488,8.647956848,3.445785254,400.875,-2.609120369
IL-503,0.285837889,0.08952637,0.457796797,0.699876449,0.124238517,0.09588917,0.023156424,0.054187904,73.36166668,40.09874964,1.795000002,3.690000534,0.4956,7267.5,46.773375,19.10641909,661,0.07809348,136,1.54645586,16.63994353,12.10316086,2.983953521,238,-1.495355368
IL-504,0.250072993,0.127649017,0.267568752,0.861932594,0.081079918,0.00876896,0.016182879,0.029449006,76.82250118,44.77874994,1.803750016,1.819999695,0.43655,11132.75,52.754625,13.23352647,578.5,0.059232325,186.5,1.800698996,16.69407763,16.42971992,2.859457225,204.75,-5.771249771
IL-506,0.168660447,0.07858244,0.340678006,0.684700924,0.098739776,0.043978248,0.013775056,0.157258818,72.3613987,40.39808106,1.820506319,2.299669266,0.3909816,39687.75,75.51635469,7.485448241,857.2389221,0.059338197,163.1342697,1.818334699,12.9533562,7.590216637,1.660715431,317.75,-0.788599253
IL-507,0.255084172,0.108193573,0.285789832,0.838145152,0.091458089,0.020121863,0.016846797,0.030970933,73.74947643,41.46694064,1.601729065,2.751623154,0.437559767,16815.5,53.58052673,12.54180777,541.5432434,0.072798636,147.1035156,2.401664019,16.66340801,20.31066704,5.108983874,378,-1.160617113
IL-508,0.376701161,0.157305606,0.271536335,0.629592101,0.299224151,0.012584145,0.019260364,0.036319101,77.50750065,44.67499971,1.949999996,2.290000916,0.46255,11364.125,48.68275,17.25223351,574.5,0.052763116,216.5,2.612202168,21.83918599,13.84617996,5.791512847,343.125,-0.180241466
IL-509,0.203002721,0.096226223,0.310965732,0.788239699,0.066981995,0.024989776,0.014343576,0.103598056,70.96708202,38.23999977,1.56499999,2.319999695,0.4286,4483.375,54.12325,15.13343716,713,0.041402044,130,1.975004792,15.01203755,17.14411163,4.247861803,109.75,-2.181032181
IL-511,0.305094749,0.058816558,0.377256945,0.435076465,0.239445732,0.066528273,0.01294408,0.244512033,72.08416748,39.36249948,1.738749988,2.440000534,0.4978,234391.375,54.08225,16.53367376,846.5,0.069668351,119,3.15540123,19.82566861,30.36918259,5.638044953,7427.5,-1.314693689
IL-512,0.240863308,0.107350904,0.271118969,0.827078013,0.083695216,0.020325346,0.015376688,0.051451018,73.00116444,40.22508073,1.741177469,3.165973663,0.427898117,21097.375,53.21320947,13.67068029,552.5618897,0.075831078,150.5963288,2.160377979,17.05535235,23.57779312,3.678506792,576.25,-0.522144139
IL-513,0.31735009,0.111147672,0.351390481,0.819775655,0.119731634,0.017602845,0.02030719,0.02041819,74.46624947,40.59374976,1.572499983,3.419998169,0.4467,7089,54.2335,14.23783875,565,0.058828293,162.5,2.335085392,16.92972074,15.93607998,4.427851379,266.375,-0.409182906
IL-514,0.150269002,0.06615521,0.496377915,0.692247206,0.047695159,0.107755162,0.014399732,0.136552742,71.99791527,39.41750002,1.686249964,2.5,0.45085,35537.375,77.64975,7.115493595,1009,0.061391895,103.5,1.447253108,10.04355199,5.659364223,1.76142168,613.25,1.61729908
IL-515,0.201367766,0.121194661,0.18694935,0.949442652,0.017301036,0.004939802,0.008698978,0.017490245,74.86891174,43.97093487,1.906913519,2.941896439,0.428844509,16364,46.30589708,13.48544705,418.115921,0.062849809,174.5002899,2.056185246,17.25990759,24.58300209,2.351979345,138,-1.467354536
IL-516,0.311572254,0.118264072,0.236546017,0.778386096,0.16514963,0.011149274,0.022878834,0.020273285,74.04916668,39.51250005,1.482499994,3.129999161,0.462,5055.5,45.758625,16.79497206,491.5,0.073195629,152,2.746321917,20.95867675,20.72295761,6.32081604,205.125,2.081608772
IL-517,0.189423017,0.071822755,0.334092811,0.589618053,0.05362953,0.036620376,0.012101264,0.306465326,71.25499821,38.80500007,1.592500016,2.479999542,0.43235,22394.125,68.84975,10.86220992,859.5,0.056360038,138,1.672826171,14.30901732,15.90112782,2.762157619,409.875,-0.278329849
IL-518,0.232088387,0.117086589,0.202241473,0.852050181,0.043473804,0.009422139,0.014013396,0.079038458,72.1673193,39.46857071,1.405144237,2.534009933,0.423290497,28865.125,49.23823297,12.49637294,486.488617,0.065549093,148.7555008,1.937990665,16.8936882,29.95318222,3.841638625,280.25,1.095317364
IL-519,0.237688579,0.120541003,0.233165197,0.904450929,0.039289099,0.008032084,0.012607077,0.033405464,74.25860786,41.39320302,1.37722902,2.174818039,0.432671497,7829.625,44.51518897,14.11655331,429.041687,0.062883135,154.2863769,1.919082403,17.96284022,29.5435276,4.11358574,133,-3.833348989
IL-520,0.245196745,0.120780498,0.203108758,0.893614456,0.057971051,0.008520285,0.013009673,0.023924086,76.60595798,48.31220198,2.474756822,3.63514328,0.439981667,22629.25,44.39503715,15.92339396,427.3354187,0.075923342,172.2873535,3.262578964,19.23057338,19.01784897,3.927454293,360.5,0.923620164
IN-502,0.234074086,0.104100849,0.249053411,0.84511373,0.062416061,0.017398656,0.014645388,0.057794464,72.67792606,43.16022062,2.503524974,3.876852036,0.426675775,207615,50.86551444,13.67154694,575.2672119,0.080144592,151.4447861,1.89129746,17.52173615,17.61377716,3.125062615,4348.5,-1.263393402
IN-503,0.368516847,0.092992071,0.294188902,0.587854123,0.269098996,0.024244035,0.022141227,0.094300418,73.22500038,44.19750023,2.635000005,4.88999939,0.4733,36641.25,41.62775,20.23583579,626.5,0.091456939,144,2.083880663,23.78949683,15.67122936,4.306664526,1660.625,0.91380775
KS-502,0.270470321,0.11247668,0.303733796,0.69756685,0.089221115,0.041743799,0.028776686,0.133564387,79.77166653,33.53375006,0.610000005,0.520000458,0.44875,16564.75,49.336875,14.93479836,538.5,0.076946068,167.5,2.491659403,18.88506072,9.876594543,2.534211487,555.5,-2.757470369
KS-503,0.269004464,0.131159604,0.307182699,0.754138394,0.080553721,0.012676351,0.029960499,0.112550288,77.56166649,35.72000003,0.663749999,0.229999542,0.4404,5244.75,49.253875,14.86831701,540.5,0.094023809,167.5,2.386819839,18.03241267,15.59139061,4.325140357,408.25,-0.937512517
KS-505,0.163927108,0.088532817,0.550016999,0.815626984,0.045416383,0.044484651,0.01981174,0.071354549,77.07083225,37.74499989,0.723750004,-0.180000305,0.4401,14549,75.23625,6.259673297,783,0.052472355,146,0.889371216,9.255562374,2.926969528,1.520362809,206.25,-0.243677199
KS-507,0.200237609,0.118222233,0.266096771,0.826251455,0.029743837,0.014266994,0.020695664,0.098158071,77.91337013,32.21309876,0.647785318,0.670059204,0.425469476,40178.625,47.71478358,13.58958006,488.0124969,0.073959302,176.9661102,1.837584019,17.62359374,22.87524986,2.769285023,1065.125,0.572444499
KY-500,0.243898846,0.105544977,0.195124395,0.906177127,0.043405284,0.007956857,0.013791683,0.025951383,75.23856068,51.22868204,3.088471666,4.188602448,0.449290681,122902.625,43.04540813,18.7029779,463.7061462,0.069604093,157.4607925,2.351821899,22.86478942,9.053308487,3.905511141,2418.125,-1.045703888
KY-501,0.339848608,0.104019534,0.325937375,0.700057226,0.208666175,0.023999387,0.019405164,0.045678795,76.23250008,52.76749992,2.826250084,3.960002899,0.479,28423.25,47.171,16.13282728,599.5,0.082885556,130,2.728488207,20.29682868,15.0289278,6.351486146,1357.25,-1.754038095
KY-502,0.290493548,0.091748282,0.422995001,0.730187197,0.144307396,0.035395669,0.020743325,0.066986514,74.42583466,52.30249929,2.956249997,4.210002899,0.4921,9411,48.453875,17.7939446,631.5,0.05885537,126,1.713078976,17.30741474,7.514871597,3.838730365,1352.25,-0.664064288
LA-500,0.328314945,0.084997974,0.188931346,0.658311577,0.277016516,0.013615017,0.012188674,0.034180754,82.52880001,61.69236469,5.696786672,4.600967407,0.478682032,19541.5,42.8934396,19.69036436,485.1167603,0.069848672,173.8617859,1.322804809,27.27866064,5.345357895,4.596158624,519,-0.470241904
LA-502,0.422422841,0.125018377,0.219782948,0.546981433,0.390098789,0.010879259,0.013711788,0.033464644,82.77898312,51.27680206,4.122333661,5.159732819,0.486595702,15681,41.55414186,19.73922157,545.0075226,0.073834918,169.8434677,2.120280743,29.27963012,4.670851707,4.964621902,616.375,0.875264406
LA-503,0.428797215,0.08115666,0.301919341,0.439192201,0.415963153,0.034679639,0.012061361,0.094487076,82.83082008,61.10726595,4.215219706,3.382209778,0.509354228,26291.25,41.9344022,20.5109582,761.6264039,0.098701865,151.8880463,1.571725368,27.24440084,17.10145187,8.593296289,3657.875,-0.470891595
LA-505,0.413435325,0.094309829,0.202880807,0.58657685,0.371815262,0.007463962,0.009567474,0.021672273,81.91134548,55.04539442,5.083756909,4.755218506,0.495626655,13055.5,35.41794188,24.28015685,420.6499176,0.074093185,182.6335526,2.019095898,33.27148764,3.643710613,5.862003267,212,2.267807722
LA-506,0.278981239,0.108585157,0.240752436,0.767095842,0.167931368,0.008951679,0.01231415,0.039511795,81.87429333,64.40073299,5.453277886,3.458385468,0.452588297,16515.5,51.81459903,15.46950805,669.9337769,0.080773533,167.8248139,1.063632965,23.25008093,3.246899605,1.519002438,277.25,-0.737604499
LA-507,0.328521937,0.125788327,0.158157349,0.661389609,0.267701298,0.010071948,0.016185087,0.035073236,82.24594021,55.8386445,5.730419338,4.315895081,0.461365678,9313.125,38.97112903,19.70796108,492.4898224,0.081142143,186.2371292,2.2272439,28.9227393,4.341488838,4.047326505,160.75,0.516712666
LA-509,0.334819138,0.090995256,0.230157562,0.601459122,0.320211153,0.015740119,0.013549906,0.037960924,82.40724659,62.21883678,5.58953172,4.054073334,0.463499226,44626.25,47.81095127,17.5376792,603.2952881,0.069757763,164.6709137,1.29676044,25.3654717,4.181955814,3.551093251,901.375,-1.00286603
MA-503,0.226769418,0.126212422,0.396923795,0.909377615,0.026995183,0.01209726,0.015902168,0.028903299,69.44561291,47.29486656,3.844184637,4.139812469,0.45860728,9942.75,61.1436721,8.894716978,1008.551788,0.07465509,151.6631928,1.848365903,10.77385657,12.723279,1.833315045,415.375,-2.785036087
MA-504,0.370453805,0.101844046,0.267560959,0.663852594,0.076746308,0.021703022,0.014387094,0.221380661,69.35124874,47.64749956,2.965000033,3.86000061,0.462,18116.75,48.667125,16.84985363,688,0.046986593,111.5,5.27453661,20.00021444,31.62025261,10.06604195,2107.5,1.109501719
MA-506,0.223932296,0.095008574,0.370060787,0.799011643,0.04005586,0.044057589,0.015108982,0.099768226,68.86749935,47.48750019,3.170000002,4.270000458,0.4433,28896.875,63.606,10.85825264,787.5,0.061114857,131.5,2.902963638,13.40353802,31.88848495,5.231607854,1563.75,-0.162748992
MA-507,0.244858183,0.107631262,0.391212314,0.883698009,0.023366589,0.030100129,0.017944314,0.042753607,67.88757515,47.10487318,2.963512212,4.317182541,0.454393441,11822.5,53.93940541,11.79924607,741.0349731,0.046883591,113.1826935,2.628452778,12.97247832,33.35612488,4.852098048,1004.125,0.273472071
MA-511,0.210525088,0.102137342,0.361019582,0.843758035,0.089533139,0.013688918,0.015096429,0.03470162,70.74458122,49.27749968,3.80749996,3.280000687,0.43615,17913.875,73.605625,8.112186372,977.5,0.062393098,136.5,2.840023756,11.49099336,23.95144272,4.462251693,1501.875,-1.717332006
MA-516,0.240601093,0.068104617,0.499480188,0.704004392,0.078625282,0.084379257,0.015993713,0.115206348,70.3459425,46.38480186,3.258321524,3.730409622,0.483029033,115381.125,74.13575451,10.50829291,1125.172669,0.041646192,127.382,2.611559629,11.39653751,37.83872986,7.823877573,11154.75,-0.601390004
MA-519,0.26328221,0.087871809,0.283957481,0.857717012,0.036459296,0.020695144,0.015647195,0.066659895,70.96958256,48.73250008,3.66625002,3.579999924,0.4499,23922.125,56.092125,11.99603593,682.5,0.055696648,130.5,3.795560122,14.76180431,34.95223999,6.37171495,925.75,-0.451157987
MD-500,0.238443017,0.130133826,0.186489105,0.87951758,0.078263888,0.008958591,0.015443148,0.015977431,71.85083389,39.11124945,2.491250038,2.530002594,0.44805,2758.5,39.472125,16.21777046,472.5,0.066851326,134.5,3.099371672,19.44233758,32.63978577,5.150986552,109.25,4.470708847
MD-501,0.550489575,0.083061922,0.298252225,0.282052418,0.629264353,0.024544416,0.016477804,0.044395636,77.06499863,49.44250059,2.944999993,2.019996643,0.5079,27341.375,40.98475,22.21381402,758.5,0.087377053,173,5.644016743,28.34602111,46.9791832,13.00951064,3095.25,-1.215967536
MD-502,0.208149709,0.125814702,0.353761986,0.783048244,0.12745496,0.02677523,0.021118889,0.038756837,75.19708347,48.09500027,3.096249968,1.849998474,0.4,8497.75,77.37125,7.387754679,914,0.070940226,187.5,1.736272454,11.18586309,5.972913265,3.299225271,203.375,-0.424082577
MD-503,0.210932516,0.141938306,0.396685258,0.712705647,0.157847899,0.035926554,0.023741822,0.066424602,77.05541801,46.00875044,2.71875003,2.120002747,0.41115,16334.125,86.159375,6.472977579,1274.5,0.052288741,170,2.041214943,10.97360093,5.099421501,2.839632213,379.375,-1.651751995
MD-504,0.186594218,0.092489865,0.625510454,0.570530398,0.177258139,0.158792432,0.029454713,0.061560396,74.44041634,47.51250076,2.940000027,1.930000305,0.39465,7861.5,106.833375,5.32550633,1339.5,0.055208199,167,1.140417933,8.900924001,1.57039392,2.870420367,194,5.140014172
MD-505,0.278094873,0.098501291,0.387873188,0.609701343,0.266545189,0.054873653,0.019589506,0.046307211,74.89125252,49.17625046,3.068750024,1.75,0.4423,29408.625,65.582875,8.919832528,974.5,0.060275121,163,2.420834541,14.90072101,8.636000633,3.206269026,772.125,1.054593921
MD-506,0.16103074,0.111452851,0.359526888,0.905243549,0.034050674,0.016138301,0.013881342,0.028547844,73.19250107,45.76625013,2.936250031,1.930000305,0.3975,5063.25,82.64675,5.81022644,859,0.053158142,168,1.540141225,8.583446639,11.84354305,2.080585286,154.75,-3.655143023
MD-507,0.197213314,0.121143073,0.230247714,0.867389348,0.061812204,0.012146594,0.018424319,0.037096653,75.21458244,48.32500029,3.06249997,2.009998322,0.40465,3990.25,64.029625,10.17506945,807,0.070709478,198,1.900359631,14.9256025,10.27466965,2.414402217,195,-5.461981773
MD-508,0.217797831,0.163152091,0.296971723,0.639298709,0.259559891,0.025165456,0.028158789,0.042709893,76.85488701,44.587677,2.697351113,1.507652283,0.379514794,10505.125,86.47188748,7.305127859,1171.902039,0.062751038,215.974144,2.300403357,12.18827452,3.370217323,2.971596062,1088.375,1.124152541
MD-509,0.181401037,0.110691316,0.407931328,0.765760728,0.087735669,0.041741559,0.022411306,0.079617067,73.55958366,44.37375021,2.863749966,2.189998627,0.39315,7175.375,82.698375,6.435843527,1090.5,0.031654694,153,1.96303165,10.27754402,11.82551193,2.502480537,290.75,3.325206041
MD-510,0.1667476,0.106361095,0.190649942,0.968975711,0.010002688,0.003418215,0.006899419,0.009301408,67.11958313,47.19624996,3.541249961,3.569997787,0.4417,1199.25,44.290625,13.34407616,449.5,0.170814515,156.5,2.842665911,17.79751396,13.61635208,1.35643205,15.375,-3.62341857
MD-511,0.261024997,0.127526589,0.267086312,0.781765184,0.142918969,0.010170026,0.015546601,0.046864589,76.46041489,45.250072,2.870916933,1.911453247,0.443597022,6300.25,58.9824179,11.93378198,772.2532959,0.059959695,217.2291336,2.96903038,16.35518278,15.54567814,2.347798824,113.5,2.77391386
MD-512,0.24910938,0.117769994,0.209631756,0.818368865,0.10212854,0.01579028,0.021844174,0.039479066,73.55833244,39.10999966,2.415000021,2.029998779,0.42875,5677.375,53.160875,11.8458426,699,0.065663208,136.5,2.754305363,17.66305869,19.75358963,5.40283829,181.125,-0.125579536
MD-513,0.306146458,0.120854415,0.262500986,0.677403075,0.240008627,0.020600906,0.018440514,0.040833171,76.75988102,46.31446362,3.328896165,1.61372757,0.448038304,8307.875,48.31623086,15.08307767,715.0560608,0.208483115,203.2590714,2.759238243,21.25408282,10.42770863,2.629945606,282.25,0.254201889
MD-600,0.340143248,0.104931504,0.314982772,0.145565933,0.630368923,0.04255709,0.019068062,0.159483298,76.45666599,44.66375017,2.655000016,2.030002594,0.3892,31268.75,72.134125,9.229352594,1143,0.071596865,115.5,2.004818916,16.89820889,4.454987526,2.992947519,655.125,1.79360652
MD-601,0.19919464,0.069723712,0.586710751,0.475047317,0.173356437,0.144836311,0.024557372,0.179932124,74.76083374,44.66374969,2.827499986,2.009998322,0.4572,25628.375,95.257,6.944256782,1423.5,0.04072184,136.5,1.757105112,11.4475866,4.676705837,3.79950884,1007.125,0.416468084
ME-500,0.210333623,0.130213257,0.292989418,0.940999148,0.012867586,0.010902901,0.01436941,0.014307231,65.89015675,48.38006067,3.005746037,5.231140137,0.436695131,45373.75,48.47374709,13.1387744,671.6185302,0.07337331,99.2935791,3.98715663,16.56759902,24.87782478,3.701790392,2481.75,0.822764635
MI-500,0.212980427,0.118046477,0.194934927,0.901046089,0.027272712,0.007322839,0.015882213,0.036729746,68.37371445,35.06934857,2.035024785,2.235364914,0.429581024,106549.125,44.43426628,15.690799,517.4689941,0.07205664,138.773056,3.072674274,18.18738256,17.89505386,2.320374519,2055.25,-2.477276325
MI-502,0.393394709,0.086120375,0.228409924,0.500717543,0.393408011,0.028354786,0.019609635,0.05453601,71.55791664,35.42000031,2.017500028,2.38999939,0.48525,90124.25,40.336375,24.34232807,621.5,0.090839118,170,4.215938568,25.71300452,21.06117249,5.619192064,3088.375,-2.878794193
MI-503,0.226156935,0.094616216,0.253531471,0.821524394,0.098933936,0.033364016,0.01906641,0.024002693,71.03083324,35.30249929,1.992499985,2.300001144,0.4169,41308.875,53.277875,12.17496729,700.5,0.054168003,131,2.479838848,16.02434077,4.493877888,2.569336146,526.625,-0.46980381
MI-504,0.204416238,0.078010842,0.465227455,0.741767026,0.138016408,0.062644222,0.018417652,0.036506397,70.06958485,34.30624986,1.91624999,2.479999542,0.4641,51005.375,65.922125,9.893277764,792,0.073063249,139,1.839038372,11.98687104,7.670273781,2.681594938,584.625,-0.987738371
MI-505,0.337167546,0.099376906,0.207274862,0.729045501,0.203051171,0.009617412,0.022141457,0.031327957,70.15416622,33.93875003,2.041250035,2.130001068,0.45035,18582.875,41.716125,20.525033,532,0.084162105,170.5,4.986044884,22.46353749,11.45875263,3.345687509,438.625,-3.912711143
MI-506,0.245871864,0.083430536,0.339300007,0.754713927,0.094776372,0.025905162,0.021595251,0.099187136,69.37125015,38.17250013,2.434999965,1.190000534,0.45115,22044.25,52.0555,14.61607039,650,0.057729124,103.5,4.226882935,17.00335012,17.11888885,4.387727797,759.125,-1.465001702
MI-507,0.280250832,0.096623238,0.361933649,0.792220504,0.108083864,0.024521781,0.027610507,0.043539872,70.03625011,36.93375039,2.134999976,2.75,0.4676,9117.625,46.94175,17.6154275,621.5,0.059948482,95.5,2.61839366,16.46724442,14.39587021,4.048553824,621.75,-5.22517252
MI-508,0.280052766,0.09065976,0.377837643,0.720173978,0.113866517,0.05708391,0.030556083,0.073450526,69.60375023,35.64874983,2.021249987,2.559999466,0.47285,11236.625,45.039375,20.01935458,664,0.066059945,109,2.671934366,18.57904788,16.81999207,5.262565792,453.125,-2.905583382
MI-509,0.2173566,0.072276961,0.540119439,0.716015655,0.125243567,0.084037657,0.028597454,0.042811976,70.08416748,34.17875051,1.864999987,2.879999161,0.4731,10972.125,59.47375,14.12695944,820.5,0.050140735,109,1.740798354,12.07006032,12.25985336,4.309916228,424.375,-2.417126179
MI-510,0.322095454,0.10750154,0.21600122,0.703299434,0.185079334,0.011674109,0.016495899,0.079737169,69.96041584,33.22374964,1.829999998,1.75,0.4514,8089.75,42.131375,18.36283732,537,0.070630948,166,3.17729187,21.10978726,18.12724686,4.89792031,351.375,-6.126981735
MI-511,0.235453472,0.112201504,0.207779408,0.87421471,0.025342649,0.00482158,0.015295481,0.076190813,70.68708515,33.26249981,1.931250043,3.219999313,0.40655,4295,47.8935,13.23232055,575,0.043158163,133.5,3.3601017,17.24552427,24.46152496,2.252607062,132.375,-1.829063892
MI-512,0.183803715,0.121313691,0.278302059,0.933082374,0.008674452,0.005264066,0.01424586,0.024976912,66.67778444,33.64499545,2.161819674,1.743923187,0.441950594,7577,49.71480454,11.7623328,654.9420471,0.101433002,142.5910492,2.841684818,15.71215194,11.2142849,1.045799218,292.875,-2.161553383
MI-513,0.192195959,0.141856454,0.294193253,0.917899878,0.022750774,0.006197777,0.019535902,0.013421437,63.29954386,33.68073487,1.791261286,2.607824326,0.440043118,3153.75,44.56097113,14.34640372,500.595047,0.106849075,104.8601914,2.837189913,14.99930886,21.85685539,3.553293794,79.625,-2.097010612
MI-514,0.312557966,0.124768525,0.206951946,0.79375816,0.107272535,0.019263864,0.026932877,0.047065543,69.625,37.25874996,2.083750017,3.050001144,0.4408,5306.25,42.86025,16.95331335,545.5,0.095403079,126.5,3.062781334,21.20589583,25.50150681,4.269257128,231.125,-1.72200501
MI-515,0.189296842,0.110356536,0.193713374,0.921477263,0.022341871,0.006076411,0.014892644,0.03236658,71.87583256,34.86999965,2.02624999,3.010000229,0.40725,6164.5,55.2075,11.19867444,623,0.089629966,147.5,2.409597397,13.95189299,15.44275475,3.412769288,156.5,-7.289931297
MI-516,0.286650062,0.115225058,0.176728815,0.772419935,0.140450035,0.005822822,0.022736559,0.051088735,68.85208321,37.85749936,2.632500008,1.299999237,0.43375,7863.875,41.547375,18.87609363,527,0.075871621,140,5.18840313,22.6864496,16.88628578,3.749204099,440.875,-1.457482576
MI-517,0.276654452,0.11167749,0.199563682,0.854996017,0.0797282,0.007659765,0.021967925,0.03201186,69.59958363,35.44999957,1.977500021,2.880001068,0.42925,6383.125,46.170125,15.6512711,590,0.091076672,125.5,3.147871017,19.2328573,21.49984741,3.863871694,215,-1.081594825
MI-518,0.148372747,0.096841283,0.349898934,0.949062612,0.00576478,0.008293491,0.011585905,0.021180748,69.68208313,34.62499976,2.023750007,2.629999161,0.3925,7348.75,72.5775,6.4972924,764,0.058056863,149,1.644138098,9.611948695,7.953419685,0.663554333,118.875,-6.691618443
MI-519,0.163053006,0.086725783,0.323984534,0.850580642,0.01487547,0.026412056,0.014302683,0.090466838,69.77874851,37.5562501,2.532500014,0.919998169,0.41635,9750.75,57.523,9.893540025,671,0.06212323,106,1.994124055,12.72823306,10.09975624,1.049353234,310,-2.79981637
